Tweet,Created Date,Retweets,Favourites,Engagement,No of Hashtags,No of User Mentions,No of URLS added,No of Media added,Tweeted Username,Replied To Username,Post Type,Media Type,Is Quote Tweet,Is Retweeted,Language,Country,Location,Location Full Name,Location Type,Hashtags,User Mentions,URLS Used,Media URLS,Name,Username,Created Date (Handles) ,Language (Handles) ,Tweets,Followers,Friends,Favourites (Handles) ,Listed Count,Location (Handles) ,Protected,Verified,URL,Description,Profile Image URL,Account Age in Days,Avg Tweets per day
"The World Strand Tour that started from end October has completed at Seoul, Korea. Paris→London→Berlin→NY→San Francisco→Tokyo→Osaka→Singapore→Taipei→Seoul. I couldn’t tour the other cities but thanks for your support from all over the world. Hoping to get more connected. https://t.co/qTqQwnNjf9",2019/12/1 5:47,394,3923,4317,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EKphCaqUEAA_FWY.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The photo from 15 years ago when I first met director Park Chan-wook, was given from the VFX supervisor Lee Jeon Hyoung. 

VFX????? ?????? 15? ?, ??????? ?? ??? ?? ??? ??? ?? ?????. https://t.co/MussVBRqAq",2019/11/30 22:25,221,1566,1787,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,Korean,,,,,,,,"http://pbs.twimg.com/media/EKn78J9UUAATYuM.jpg,http://pbs.twimg.com/media/EKn78J_VUAEhnu8.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Reunited with Park Chan-wook since 2 years ago. We are both Virgo born in 1963. He’s my 1 day older brother. 

??????? 2??? ??. 1963?? ?? ????. ??????? 1? ??. https://t.co/SExm5kZF1S",2019/11/30 22:22,692,4180,4872,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,Korean,,,,,,,,http://pbs.twimg.com/media/EKn7UaNUwAAidVm.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The bike scene at the beginning. The P-capture making of footage. The handle of the bike got broken, Norman helped us fixing, what a guy! Had great atmosphere during the shoot. 

TOMORROW IS IN YOUR HANDS.
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/MT8HRsB9zt",2019/11/30 9:26,2441,14315,16756,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200571097977999361/pu/img/TR-V11DzfIEiqQbq.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
The last location of World Strand Tour is Korea. Pls to meet our Kim-kun from Kojima Productions effect team is accompanying with us. As always he films and edits over the iPhone. https://t.co/aUwzNIpTGv,2019/11/29 23:50,54,562,616,0,0,0,3,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EKjFtlUUYAMOdqy.jpg,http://pbs.twimg.com/media/EKjFtlVUwAAl0mk.jpg,http://pbs.twimg.com/media/EKjFtlSUUAAfMaE.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/J1JHOsTPb9",2019/11/29 19:26,182,1506,1688,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200359011037528064/pu/img/FESfXrNXgZKhflta.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The cap keychain for 1/2 size Sam. I know it’s a sample but I want it so much...had to give back.

Let’s make the boots version for testing.

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/tvYq6I2gp8",2019/11/29 13:16,68,657,725,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKg0qsUVAAAp8-8.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
2016.11.28. https://t.co/sN7HJJ0YjJ,2019/11/29 13:03,1107,11267,12374,0,0,0,4,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EKgxzYVVUAAZtYm.jpg,http://pbs.twimg.com/media/EKgxzYVVAAAx4aW.jpg,http://pbs.twimg.com/media/EKgxzYVVAAMhQS_.jpg,http://pbs.twimg.com/media/EKgxzYVUwAAqJ_x.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Checking the sample made by PRIME1, I like Sam’s cap and keychains, looking good. ???????????

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/myt37UKHpF",2019/11/29 10:18,121,1084,1205,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKgL8-4UwAARxgN.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
And watched THE WALKING DEAD Season 10 Episode 8. https://t.co/UAhVqdgTFA,2019/11/29 10:15,42,632,674,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EKgLUieVAAEKNW2.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Was going to watch Scorsese’s The Irishman in NETFLIX but had no enough time last night so I’ve chosen  to continue watching the Thai horror THE EYE. Despite my fear I was able to watch. The main character played by Angelica Lee was great especially her impressive eyes. https://t.co/eqZO65XmLE,2019/11/29 10:14,97,1533,1630,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EKgLGt1UEAANPDM.jpg,http://pbs.twimg.com/media/EKgLGt8VUAAIjN2.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"It’s been 3 weeks since the launch. To Sam Porter Bridges in the world, thanks for connecting the world. The ones addicted to DS, the ones finished the story, everyone’s connected. 
TOMORROW IS IN YOUR HANDS.

#デススト
#DeathStranding??????
#TomorrowIsInYourHands https://t.co/60ZVIxO5MT",2019/11/29 10:08,1351,9582,10933,3,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKgJrBsUYAAOo51.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Good morning https://t.co/FzmtDwLIgY,2019/11/29 10:05,87,1513,1600,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EKgI6A2U8AAfz7q.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"I wrote a quote for the film, ""AN ELEPHANT SITTING STILL"". As French media commented, to me this film reminds me of JOY DIVISION very much. Ho Bo,the promising filmmaker who ended his own life at a young age, evokes my memories of Ian Curtis. My best 3 this year, highly recommend https://t.co/rFHJhF2zAG",2019/11/28 15:08,105,1186,1291,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EKcEx6EU8AACtPk.jpg,http://pbs.twimg.com/media/EKcEx6FUUAA91xv.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Good morning. https://t.co/Ac3YIqeM9D,2019/11/28 9:24,615,11017,11632,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EKa18yfUUAAjM1b.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"1/2
First we shoot the live action by the handy camera based on my image and then fix the camera works, the direction, and the framing. Based on these we construct the details of shooting for the performance cap as well as the set (the rough CGI) preparation. (Continue) https://t.co/7p5CVue6q1",2019/11/27 20:41,3100,15826,18926,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1199654379424342016/pu/img/avac5HTK6PJVD_6a.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"1/2
Here’s how we made the cave scene at the beginning. Making the rough initial pre-visualization for performance cap preps where we fix the movement, camera works, direction and the sound. The handy camera becomes the reference for the actual scene. (Continue) https://t.co/P73zEfHovP",2019/11/27 20:32,1484,9049,10533,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1199652225116622848/pu/img/QszEF8_N9uXWAbLp.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"1/2
This is the process of getting to know how much info can be included in the frame by testing with handy camera in order to visualize my image design. I write storyboard but skip the drawing and prioritize shooting to speed up and also we can share the ppl’s movement (continue https://t.co/d2VDSBgAVo",2019/11/27 18:08,915,6078,6993,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1199615163483054080/pu/img/7Ocog-OUZrN-tYLz.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear Sam “Porter” Bridges in the world, DEATH STRANDING has been nominated at TGA, thank you very much. Your vote counts. 

https://t.co/5XdtxPkqCQ https://t.co/bVsgYxazcB",2019/11/27 17:54,255,2438,2693,0,0,1,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,http://thegameawards.com/nominees,http://pbs.twimg.com/ext_tw_video_thumb/1199612327714123776/pu/img/IBSKXztHcCEnuLAl.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"I hang the prop from the movie, Hostile I received from Mathieu Turi. Thank you! https://t.co/qN5T66hTsZ",2019/11/27 17:47,83,1417,1500,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EKXffxiU4AIVoQC.jpg,http://pbs.twimg.com/media/EKXffyLVAAATYiR.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
The previous video from April 2017. We expanded our space and it became the scanning room but before we use this empty space for practicing camera directions &amp; its constructions. Here we’re filming the scene of CDT encountering BT w/the box as BB Pod &amp; Lud played the corpse role. https://t.co/5QYz2tVaTG,2019/11/27 17:47,280,1985,2265,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1199609698237894656/pu/img/e2eRMwX4pMlkHy6v.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Reunited with Paul Ehreth the lead designer of Remedy Entertainment.
And also took picture with Jacob Benton(Bungie) and Dan Callan(Luminous Productions). https://t.co/hsZpmR3Qal",2019/11/27 16:35,70,1072,1142,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EKXPG0FUcAAmTeK.jpg,http://pbs.twimg.com/media/EKXPG0FVUAAYrqF.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The precious video from Aug 2016. When we finally found the office to rent with more staff. As there’s no hallway, kitchen or conference room we were able to shoot this image. Making this rough pre-visualization to prep for Mads’ performance capture. This was used for Mads’ ref. https://t.co/joDxCBipHK",2019/11/27 13:34,2827,14789,17616,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1199547014381363200/pu/img/t1pj-zOGvXR180Kb.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The precious video from March 2016. I’ve been digging from archives as we’ll be celebrating the 4th anniversary on 12/16. While having few machines/staffs, we made this rough pre-visualizations to prep for upcoming Norman’s performance capture.Glove as ? shooting guerilla style. https://t.co/nRlSJANnIG",2019/11/27 13:28,757,4408,5165,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1199545435251036161/pu/img/XaS2Tql8ewTAxn9g.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Received a comment for DEATH STRANDING from the filmmaker, Fatih Akin. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/ngsHBMYkOt",2019/11/26 18:48,287,1827,2114,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1199263397797216257/pu/img/uOzyLwLI0KB76tgo.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"We call the distribution center in DS as ""NAVIO"" internally as it looks like the building of NAVIO.

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding    
#TomorrowIsInYourHands https://t.co/GQmxCxq2Jy",2019/11/26 13:25,218,2070,2288,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKRaBCxUwAAPFul.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Which song appears during the gameplay in DEATH STRANDING do you like? 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/eLNXfVv6lV",2019/11/25 16:17,294,3571,3865,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKM3sy7U0AE6POU.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear Sam Porter Bridges in the world, thanks for doing delivery mission. I know you are still making connection of the world but DEATH STRANDING has been nominated for TGA. Thank you very much, your vote counts. 

https://t.co/5XdtxPkqCQ https://t.co/c8hfaciZOZ",2019/11/25 8:48,274,2858,3132,0,0,1,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,http://thegameawards.com/nominees,http://pbs.twimg.com/ext_tw_video_thumb/1198750024995205120/pu/img/fwsowAsChbCoYgLp.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Thank you fans in Taiwan for coming today, we got connected! 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/nHhoLVcM2M",2019/11/24 16:54,100,1165,1265,5,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EKH2tjzVAAEL2wA.jpg,http://pbs.twimg.com/media/EKH2tj5UEAEqCIU.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/nGsybhsJ8u",2019/11/24 11:11,136,1088,1224,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1198422631159984128/pu/img/-l4SpO6Y6YL5I4vR.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"1/2We’ve done some challenges in DS how the song will be inserted during the gameplay. Under the certain condition, if this certain course in this certain area to be chosen then the camera angle switches and songs by LOW ROAR, SILENT POETS and BB’s theme will come out. (Continue) https://t.co/Ujo7ykvkbN",2019/11/24 9:53,511,6439,6950,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EKGWYuXUUAAzj5F.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Thank you for the welcome BD &amp; snacks!

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/WDVSdZLu32",2019/11/24 0:07,122,1558,1680,5,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EKEQKC0UUAAkWFW.jpg,http://pbs.twimg.com/media/EKEQKC1UEAAyJB1.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The design of the corpse bag in DS was inspired from the mummy package of Inca Empire. The mummy exposing the face in the photo on the right hand side, the outer cover has been taken by the thief. https://t.co/ye43nzbq1V",2019/11/23 14:12,1179,9616,10795,0,0,0,3,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EKCH4jNU4AAWv4b.jpg,http://pbs.twimg.com/media/EKCH4jMU8AA68Uq.jpg,http://pbs.twimg.com/media/EKCH4jLUEAAbqtg.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Mummies of the world exhibition covers all mummies of Inca, Egypt, Europe, Oceania, China and Japan(self-made mummy). You can see the element of motif used in DS. In fact the whale in Heartman’s room’s ceiling was captured the one from National Science Museum. https://t.co/I4voENRIBL",2019/11/23 14:04,165,1396,1561,0,0,0,4,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EKCGPYEU0AEezXq.jpg,http://pbs.twimg.com/media/EKCGPYEU8AADcn2.jpg,http://pbs.twimg.com/media/EKCGPYFVUAAGMfX.jpg,http://pbs.twimg.com/media/EKCGPYFUcAItE1l.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
